audit_id,event_type,performed_by,customer_id,event_timestamp,event_status,remarks
AUDIT_8260,transaction_frozen,system_admin,CUST_1326,2026-03-07 22:46:58,Failed,Automated system action
AUDIT_8261,login_success,compliance_officer,CUST_1043,2026-04-18 19:25:58,Success,Automated system action
AUDIT_8262,risk_score_generated,compliance_officer,CUST_1120,2026-02-26 14:45:58,Failed,Risk threshold exceeded
AUDIT_8263,case_escalated,system_admin,CUST_1057,2026-02-26 00:18:58,Success,Automated system action
AUDIT_8264,compliance_rejection,relationship_manager,CUST_1161,2025-12-22 02:19:58,Pending,Risk threshold exceeded
AUDIT_8265,case_escalated,compliance_officer,CUST_1183,2026-05-04 22:58:58,Pending,Risk threshold exceeded
AUDIT_8266,manual_override,risk_engine,CUST_1495,2026-05-01 06:46:58,Pending,No further action required
AUDIT_8267,compliance_approval,risk_engine,CUST_1093,2026-05-26 19:05:58,Pending,Escalated for compliance validation
AUDIT_8268,manual_override,compliance_officer,CUST_1399,2026-02-09 23:21:58,Failed,Risk threshold exceeded
AUDIT_8269,compliance_rejection,system_admin,CUST_1244,2026-04-11 06:59:58,Success,Automated system action
AUDIT_8270,login_failed,risk_engine,CUST_1292,2026-01-09 21:25:58,Success,No further action required
AUDIT_8271,transaction_frozen,compliance_officer,CUST_1078,2026-03-09 05:25:58,Success,Risk threshold exceeded
AUDIT_8272,login_success,compliance_officer,CUST_1039,2026-05-12 19:20:58,Failed,Escalated for compliance validation
AUDIT_8273,compliance_approval,relationship_manager,CUST_1123,2026-01-12 07:49:58,Failed,Manual review completed
AUDIT_8274,case_escalated,relationship_manager,CUST_1500,2026-03-16 09:31:58,Pending,Escalated for compliance validation
AUDIT_8275,transaction_reviewed,compliance_officer,CUST_1247,2026-03-11 15:26:58,Success,No further action required
AUDIT_8276,risk_score_generated,compliance_officer,CUST_1395,2026-01-19 14:11:58,Pending,Escalated for compliance validation
AUDIT_8277,kyc_updated,incident_agent,CUST_1073,2026-01-15 05:41:58,Success,Risk threshold exceeded
AUDIT_8278,risk_score_generated,compliance_officer,CUST_1417,2026-04-01 05:39:58,Failed,Manual review completed
AUDIT_8279,transaction_reviewed,system_admin,CUST_1146,2026-04-13 13:06:58,Success,Manual review completed
AUDIT_8280,compliance_approval,compliance_officer,CUST_1202,2026-02-20 01:21:58,Failed,No further action required
AUDIT_8281,risk_score_generated,incident_agent,CUST_1361,2026-05-04 19:51:58,Failed,Risk threshold exceeded
AUDIT_8282,login_failed,compliance_officer,CUST_1069,2026-01-26 14:43:58,Pending,Manual review completed
AUDIT_8283,transaction_frozen,relationship_manager,CUST_1436,2026-05-02 03:00:58,Success,Automated system action
AUDIT_8284,compliance_rejection,risk_engine,CUST_1038,2026-01-25 03:12:58,Success,Risk threshold exceeded
AUDIT_8285,kyc_updated,relationship_manager,CUST_1310,2025-12-19 13:26:58,Failed,Automated system action
AUDIT_8286,case_escalated,incident_agent,CUST_1127,2026-04-26 07:19:58,Pending,Manual review completed
AUDIT_8287,kyc_updated,compliance_officer,CUST_1156,2025-12-04 11:36:58,Success,Manual review completed
AUDIT_8288,compliance_approval,system_admin,CUST_1480,2026-05-06 21:35:58,Success,Manual review completed
AUDIT_8289,login_failed,incident_agent,CUST_1289,2026-02-26 15:57:58,Success,Risk threshold exceeded
AUDIT_8290,kyc_updated,relationship_manager,CUST_1227,2026-03-15 08:08:58,Failed,No further action required
AUDIT_8291,risk_score_generated,system_admin,CUST_1307,2026-01-15 12:43:58,Failed,Risk threshold exceeded
AUDIT_8292,login_failed,system_admin,CUST_1069,2026-04-03 20:04:58,Failed,Escalated for compliance validation
AUDIT_8293,case_escalated,system_admin,CUST_1154,2026-02-28 19:37:58,Pending,Manual review completed
AUDIT_8294,compliance_approval,incident_agent,CUST_1436,2026-02-05 06:08:58,Failed,Risk threshold exceeded
AUDIT_8295,transaction_reviewed,system_admin,CUST_1400,2026-01-02 16:36:58,Failed,Escalated for compliance validation
AUDIT_8296,manual_override,system_admin,CUST_1337,2026-04-26 04:22:58,Pending,Risk threshold exceeded
AUDIT_8297,login_failed,relationship_manager,CUST_1262,2026-04-17 07:49:58,Failed,Risk threshold exceeded
AUDIT_8298,compliance_approval,incident_agent,CUST_1125,2026-01-18 16:57:58,Success,No further action required
AUDIT_8299,transaction_reviewed,risk_engine,CUST_1224,2026-02-19 03:50:58,Failed,Automated system action
AUDIT_8300,transaction_frozen,system_admin,CUST_1104,2026-02-28 15:38:58,Pending,Escalated for compliance validation
AUDIT_8301,transaction_frozen,relationship_manager,CUST_1106,2026-04-20 16:20:58,Pending,Escalated for compliance validation
AUDIT_8302,manual_override,system_admin,CUST_1262,2026-01-19 15:08:58,Pending,Risk threshold exceeded
AUDIT_8303,compliance_approval,relationship_manager,CUST_1039,2026-02-20 14:35:58,Success,No further action required
AUDIT_8304,transaction_frozen,relationship_manager,CUST_1154,2026-03-20 18:45:58,Success,Risk threshold exceeded
AUDIT_8305,transaction_frozen,system_admin,CUST_1163,2026-04-11 04:14:58,Pending,No further action required
AUDIT_8306,risk_score_generated,relationship_manager,CUST_1083,2026-02-20 17:54:58,Pending,Manual review completed
AUDIT_8307,transaction_reviewed,relationship_manager,CUST_1264,2026-05-21 04:07:58,Success,Escalated for compliance validation
AUDIT_8308,manual_override,relationship_manager,CUST_1186,2026-04-12 01:26:58,Success,Manual review completed
AUDIT_8309,compliance_approval,compliance_officer,CUST_1497,2026-05-20 08:03:58,Success,No further action required
AUDIT_8310,kyc_updated,risk_engine,CUST_1034,2026-02-16 06:30:58,Success,Risk threshold exceeded
AUDIT_8311,compliance_approval,relationship_manager,CUST_1406,2026-02-28 10:40:58,Failed,Risk threshold exceeded
AUDIT_8312,manual_override,system_admin,CUST_1355,2026-05-11 01:42:58,Success,Risk threshold exceeded
AUDIT_8313,transaction_frozen,compliance_officer,CUST_1357,2025-12-31 07:35:58,Pending,Escalated for compliance validation
AUDIT_8314,login_success,incident_agent,CUST_1385,2026-03-12 07:55:58,Pending,Manual review completed
AUDIT_8315,compliance_rejection,incident_agent,CUST_1352,2026-02-15 04:59:58,Pending,Automated system action
AUDIT_8316,risk_score_generated,compliance_officer,CUST_1360,2026-02-03 12:46:58,Pending,No further action required
AUDIT_8317,login_success,system_admin,CUST_1298,2026-05-26 13:23:58,Success,Risk threshold exceeded
AUDIT_8318,kyc_updated,incident_agent,CUST_1249,2026-05-08 15:25:58,Pending,Manual review completed
AUDIT_8319,transaction_frozen,system_admin,CUST_1108,2026-01-20 17:41:58,Failed,No further action required
AUDIT_8320,manual_override,compliance_officer,CUST_1113,2025-12-17 01:38:58,Success,Risk threshold exceeded
AUDIT_8321,login_success,risk_engine,CUST_1104,2026-03-03 02:13:58,Pending,No further action required
AUDIT_8322,login_success,incident_agent,CUST_1410,2026-03-22 04:40:58,Pending,No further action required
AUDIT_8323,transaction_reviewed,risk_engine,CUST_1419,2025-12-28 22:38:58,Failed,Risk threshold exceeded
AUDIT_8324,manual_override,compliance_officer,CUST_1175,2026-02-09 23:33:58,Success,Automated system action
AUDIT_8325,login_failed,incident_agent,CUST_1452,2026-01-04 08:54:58,Failed,Manual review completed
AUDIT_8326,transaction_reviewed,risk_engine,CUST_1192,2026-01-24 20:36:58,Success,Manual review completed
AUDIT_8327,kyc_updated,incident_agent,CUST_1182,2026-03-17 21:51:58,Pending,Risk threshold exceeded
AUDIT_8328,kyc_updated,system_admin,CUST_1049,2026-02-01 08:29:58,Pending,Manual review completed
AUDIT_8329,transaction_frozen,compliance_officer,CUST_1407,2025-12-30 13:54:58,Success,Manual review completed
AUDIT_8330,risk_score_generated,risk_engine,CUST_1417,2026-04-20 17:44:58,Pending,Risk threshold exceeded
AUDIT_8331,transaction_reviewed,incident_agent,CUST_1162,2026-03-21 10:20:58,Success,Manual review completed
AUDIT_8332,transaction_frozen,system_admin,CUST_1499,2026-02-19 02:56:58,Failed,Manual review completed
AUDIT_8333,transaction_reviewed,risk_engine,CUST_1149,2026-03-18 15:58:58,Success,Risk threshold exceeded
AUDIT_8334,compliance_rejection,risk_engine,CUST_1423,2026-04-30 19:07:58,Pending,Escalated for compliance validation
AUDIT_8335,compliance_rejection,compliance_officer,CUST_1299,2026-03-25 20:45:58,Pending,No further action required
AUDIT_8336,kyc_updated,system_admin,CUST_1401,2026-05-09 22:03:58,Success,No further action required
AUDIT_8337,risk_score_generated,compliance_officer,CUST_1130,2026-01-28 08:55:58,Failed,Risk threshold exceeded
AUDIT_8338,compliance_rejection,relationship_manager,CUST_1360,2026-04-15 18:36:58,Success,Manual review completed
AUDIT_8339,login_success,incident_agent,CUST_1259,2026-03-05 02:08:58,Pending,Escalated for compliance validation
AUDIT_8340,kyc_updated,compliance_officer,CUST_1081,2026-03-28 19:00:58,Success,Manual review completed
AUDIT_8341,login_success,relationship_manager,CUST_1047,2025-12-31 21:54:58,Pending,No further action required
AUDIT_8342,compliance_rejection,incident_agent,CUST_1284,2026-04-26 10:25:58,Success,Manual review completed
AUDIT_8343,transaction_frozen,relationship_manager,CUST_1416,2026-05-18 21:41:58,Pending,Escalated for compliance validation
AUDIT_8344,manual_override,incident_agent,CUST_1344,2026-03-08 10:57:58,Pending,Manual review completed
AUDIT_8345,transaction_frozen,relationship_manager,CUST_1060,2025-12-23 18:09:58,Pending,Escalated for compliance validation
AUDIT_8346,risk_score_generated,system_admin,CUST_1119,2026-04-05 20:28:58,Pending,Manual review completed
AUDIT_8347,risk_score_generated,risk_engine,CUST_1117,2026-05-18 06:23:58,Pending,Automated system action
AUDIT_8348,risk_score_generated,risk_engine,CUST_1245,2026-05-09 15:34:58,Success,Manual review completed
AUDIT_8349,kyc_updated,compliance_officer,CUST_1391,2026-01-31 16:49:58,Failed,Manual review completed
AUDIT_8350,manual_override,system_admin,CUST_1221,2025-12-21 02:58:58,Pending,Risk threshold exceeded
AUDIT_8351,login_success,relationship_manager,CUST_1316,2026-04-30 05:52:58,Pending,No further action required
AUDIT_8352,login_success,risk_engine,CUST_1132,2026-05-27 16:07:58,Failed,Risk threshold exceeded
AUDIT_8353,case_escalated,relationship_manager,CUST_1455,2026-02-07 05:21:58,Failed,Risk threshold exceeded
AUDIT_8354,login_success,compliance_officer,CUST_1042,2026-02-20 15:45:58,Pending,Manual review completed
AUDIT_8355,login_failed,risk_engine,CUST_1186,2026-02-08 18:38:58,Success,Escalated for compliance validation
AUDIT_8356,compliance_approval,compliance_officer,CUST_1063,2025-12-13 13:33:58,Success,No further action required
AUDIT_8357,transaction_reviewed,relationship_manager,CUST_1008,2026-02-12 04:03:58,Failed,Escalated for compliance validation
AUDIT_8358,transaction_reviewed,relationship_manager,CUST_1489,2026-02-12 13:08:58,Failed,Escalated for compliance validation
AUDIT_8359,compliance_rejection,system_admin,CUST_1129,2026-03-12 06:15:58,Failed,Manual review completed
AUDIT_8360,transaction_frozen,system_admin,CUST_1122,2026-01-29 14:19:58,Failed,Risk threshold exceeded
AUDIT_8361,case_escalated,incident_agent,CUST_1202,2026-03-11 04:30:58,Failed,Automated system action
AUDIT_8362,transaction_reviewed,incident_agent,CUST_1286,2025-12-20 10:37:58,Failed,No further action required
AUDIT_8363,transaction_reviewed,relationship_manager,CUST_1161,2026-05-22 09:12:58,Success,Escalated for compliance validation
AUDIT_8364,risk_score_generated,risk_engine,CUST_1032,2025-12-30 22:16:58,Failed,Automated system action
AUDIT_8365,login_success,risk_engine,CUST_1490,2026-03-09 11:21:58,Success,No further action required
AUDIT_8366,manual_override,incident_agent,CUST_1280,2026-04-27 00:39:58,Pending,No further action required
AUDIT_8367,manual_override,risk_engine,CUST_1185,2026-04-04 02:56:58,Failed,Escalated for compliance validation
AUDIT_8368,risk_score_generated,incident_agent,CUST_1314,2026-05-28 21:41:58,Pending,Escalated for compliance validation
AUDIT_8369,transaction_frozen,relationship_manager,CUST_1448,2026-04-29 21:08:58,Pending,Escalated for compliance validation
AUDIT_8370,compliance_rejection,compliance_officer,CUST_1187,2026-03-31 11:18:58,Success,Risk threshold exceeded
AUDIT_8371,kyc_updated,system_admin,CUST_1325,2026-04-08 06:23:58,Failed,Risk threshold exceeded
AUDIT_8372,login_success,incident_agent,CUST_1289,2025-11-29 07:27:58,Pending,Automated system action
AUDIT_8373,transaction_reviewed,system_admin,CUST_1396,2026-03-29 03:51:58,Success,Automated system action
AUDIT_8374,risk_score_generated,compliance_officer,CUST_1269,2026-02-13 13:32:58,Success,Risk threshold exceeded
AUDIT_8375,compliance_approval,incident_agent,CUST_1121,2026-03-28 11:53:58,Success,Manual review completed
AUDIT_8376,kyc_updated,system_admin,CUST_1013,2026-05-26 15:21:58,Success,Automated system action
AUDIT_8377,transaction_frozen,compliance_officer,CUST_1161,2026-03-15 09:23:58,Pending,Automated system action
AUDIT_8378,login_failed,incident_agent,CUST_1273,2025-12-29 06:17:58,Failed,Automated system action
AUDIT_8379,risk_score_generated,risk_engine,CUST_1109,2026-04-20 02:58:58,Pending,No further action required
AUDIT_8380,kyc_updated,compliance_officer,CUST_1060,2026-04-04 11:56:58,Pending,Manual review completed
AUDIT_8381,case_escalated,risk_engine,CUST_1264,2026-05-02 13:26:58,Failed,Manual review completed
AUDIT_8382,transaction_reviewed,incident_agent,CUST_1219,2026-01-12 02:57:58,Failed,Risk threshold exceeded
AUDIT_8383,login_failed,system_admin,CUST_1216,2026-01-15 00:04:58,Failed,Manual review completed
AUDIT_8384,login_failed,relationship_manager,CUST_1324,2026-05-09 10:20:58,Failed,No further action required
AUDIT_8385,manual_override,compliance_officer,CUST_1058,2026-02-13 06:58:58,Pending,Manual review completed
AUDIT_8386,transaction_frozen,incident_agent,CUST_1337,2026-03-07 09:55:58,Pending,Automated system action
AUDIT_8387,login_failed,compliance_officer,CUST_1133,2026-04-11 09:33:58,Success,No further action required
AUDIT_8388,compliance_approval,system_admin,CUST_1439,2026-03-23 01:32:58,Success,No further action required
AUDIT_8389,risk_score_generated,risk_engine,CUST_1046,2025-12-23 20:43:58,Failed,Escalated for compliance validation
AUDIT_8390,login_success,compliance_officer,CUST_1455,2025-12-29 04:58:58,Pending,Risk threshold exceeded
AUDIT_8391,transaction_reviewed,risk_engine,CUST_1077,2025-12-19 19:58:58,Success,Automated system action
AUDIT_8392,case_escalated,compliance_officer,CUST_1097,2026-03-12 09:32:58,Failed,Manual review completed
AUDIT_8393,compliance_approval,system_admin,CUST_1071,2025-12-09 17:03:58,Pending,Escalated for compliance validation
AUDIT_8394,compliance_rejection,risk_engine,CUST_1287,2026-03-14 19:50:58,Pending,Risk threshold exceeded
AUDIT_8395,compliance_rejection,incident_agent,CUST_1453,2026-02-28 01:01:58,Success,Risk threshold exceeded
AUDIT_8396,login_failed,relationship_manager,CUST_1243,2025-12-16 01:52:58,Failed,Escalated for compliance validation
AUDIT_8397,risk_score_generated,system_admin,CUST_1261,2026-04-26 18:00:58,Success,Escalated for compliance validation
AUDIT_8398,compliance_approval,system_admin,CUST_1232,2026-03-12 18:41:58,Failed,No further action required
AUDIT_8399,case_escalated,incident_agent,CUST_1137,2026-05-14 22:35:58,Failed,Manual review completed
AUDIT_8400,risk_score_generated,incident_agent,CUST_1433,2026-03-25 04:10:58,Pending,Escalated for compliance validation
AUDIT_8401,transaction_frozen,incident_agent,CUST_1231,2025-12-06 19:44:58,Pending,Risk threshold exceeded
AUDIT_8402,case_escalated,system_admin,CUST_1225,2026-05-06 07:55:58,Pending,Automated system action
AUDIT_8403,compliance_approval,compliance_officer,CUST_1218,2026-02-27 13:37:58,Success,Manual review completed
AUDIT_8404,manual_override,system_admin,CUST_1218,2026-03-03 10:54:58,Success,No further action required
AUDIT_8405,compliance_rejection,relationship_manager,CUST_1218,2026-01-18 20:16:58,Pending,No further action required
AUDIT_8406,manual_override,incident_agent,CUST_1475,2026-04-23 08:02:58,Success,Escalated for compliance validation
AUDIT_8407,risk_score_generated,relationship_manager,CUST_1340,2026-05-15 10:53:58,Pending,No further action required
AUDIT_8408,case_escalated,compliance_officer,CUST_1497,2026-03-08 04:50:58,Pending,Escalated for compliance validation
AUDIT_8409,risk_score_generated,incident_agent,CUST_1274,2026-01-15 06:02:58,Failed,Automated system action
AUDIT_8410,login_failed,system_admin,CUST_1188,2026-01-06 15:15:58,Pending,Automated system action
AUDIT_8411,transaction_reviewed,system_admin,CUST_1484,2026-01-26 08:50:58,Pending,No further action required
AUDIT_8412,login_success,relationship_manager,CUST_1181,2026-05-11 19:07:58,Success,No further action required
AUDIT_8413,kyc_updated,incident_agent,CUST_1099,2026-04-13 12:53:58,Pending,Risk threshold exceeded
AUDIT_8414,manual_override,compliance_officer,CUST_1336,2026-03-06 08:42:58,Failed,Escalated for compliance validation
AUDIT_8415,case_escalated,system_admin,CUST_1081,2026-01-04 09:15:58,Success,No further action required
AUDIT_8416,manual_override,compliance_officer,CUST_1014,2026-03-04 08:30:58,Success,Manual review completed
AUDIT_8417,manual_override,compliance_officer,CUST_1028,2026-04-08 05:31:58,Failed,Automated system action
AUDIT_8418,login_success,system_admin,CUST_1135,2026-03-02 20:28:58,Failed,Escalated for compliance validation
AUDIT_8419,manual_override,system_admin,CUST_1202,2025-12-20 09:54:58,Success,Risk threshold exceeded
AUDIT_8420,login_success,system_admin,CUST_1243,2026-05-17 00:12:58,Failed,Escalated for compliance validation
AUDIT_8421,login_success,incident_agent,CUST_1263,2026-04-19 17:04:58,Failed,Manual review completed
AUDIT_8422,transaction_frozen,risk_engine,CUST_1233,2026-01-18 03:05:58,Failed,Risk threshold exceeded
AUDIT_8423,case_escalated,system_admin,CUST_1004,2025-12-13 07:25:58,Success,No further action required
AUDIT_8424,transaction_reviewed,system_admin,CUST_1267,2026-04-04 18:25:58,Pending,No further action required
AUDIT_8425,login_success,incident_agent,CUST_1495,2025-12-31 21:31:58,Pending,No further action required
AUDIT_8426,kyc_updated,incident_agent,CUST_1153,2026-03-27 23:30:58,Pending,No further action required
AUDIT_8427,login_success,incident_agent,CUST_1038,2026-02-19 02:27:58,Pending,No further action required
AUDIT_8428,risk_score_generated,compliance_officer,CUST_1427,2026-02-25 13:34:58,Failed,Risk threshold exceeded
AUDIT_8429,login_failed,risk_engine,CUST_1164,2026-02-06 23:10:58,Success,No further action required
AUDIT_8430,compliance_rejection,compliance_officer,CUST_1408,2025-12-15 22:58:58,Failed,Manual review completed
AUDIT_8431,risk_score_generated,incident_agent,CUST_1341,2026-01-27 05:01:58,Success,Automated system action
AUDIT_8432,transaction_reviewed,compliance_officer,CUST_1335,2026-02-21 16:31:58,Success,Escalated for compliance validation
AUDIT_8433,manual_override,risk_engine,CUST_1450,2026-03-24 03:01:58,Pending,Automated system action
AUDIT_8434,transaction_frozen,compliance_officer,CUST_1136,2026-03-13 16:22:58,Failed,Manual review completed
AUDIT_8435,kyc_updated,incident_agent,CUST_1351,2026-01-29 11:21:58,Pending,Escalated for compliance validation
AUDIT_8436,compliance_approval,risk_engine,CUST_1081,2025-12-29 15:14:58,Success,Risk threshold exceeded
AUDIT_8437,login_failed,system_admin,CUST_1200,2026-03-20 17:59:58,Pending,Automated system action
AUDIT_8438,manual_override,compliance_officer,CUST_1369,2026-05-01 04:35:58,Failed,Manual review completed
AUDIT_8439,compliance_rejection,relationship_manager,CUST_1493,2026-05-13 03:40:58,Failed,Manual review completed
AUDIT_8440,transaction_frozen,incident_agent,CUST_1322,2026-01-10 01:02:58,Failed,Escalated for compliance validation
AUDIT_8441,transaction_reviewed,relationship_manager,CUST_1255,2026-02-21 03:33:58,Pending,Manual review completed
AUDIT_8442,manual_override,system_admin,CUST_1317,2026-04-11 15:35:58,Failed,Risk threshold exceeded
AUDIT_8443,compliance_approval,system_admin,CUST_1036,2026-04-07 11:12:58,Failed,Automated system action
AUDIT_8444,compliance_approval,incident_agent,CUST_1254,2026-04-19 04:52:58,Failed,Manual review completed
AUDIT_8445,kyc_updated,system_admin,CUST_1035,2026-05-17 22:04:58,Pending,No further action required
AUDIT_8446,case_escalated,compliance_officer,CUST_1224,2026-01-25 20:29:58,Failed,Risk threshold exceeded
AUDIT_8447,case_escalated,compliance_officer,CUST_1176,2026-04-18 13:38:58,Pending,Manual review completed
AUDIT_8448,transaction_frozen,compliance_officer,CUST_1104,2026-01-27 13:01:58,Success,Risk threshold exceeded
AUDIT_8449,kyc_updated,relationship_manager,CUST_1411,2026-04-03 20:31:58,Success,Escalated for compliance validation
AUDIT_8450,compliance_approval,relationship_manager,CUST_1413,2026-05-23 15:02:58,Pending,Escalated for compliance validation
AUDIT_8451,kyc_updated,incident_agent,CUST_1095,2026-04-28 14:34:58,Failed,Manual review completed
AUDIT_8452,manual_override,system_admin,CUST_1353,2026-01-15 20:31:58,Success,Manual review completed
AUDIT_8453,compliance_rejection,relationship_manager,CUST_1361,2026-05-15 09:53:58,Success,No further action required
AUDIT_8454,login_success,relationship_manager,CUST_1038,2026-03-14 21:27:58,Pending,Manual review completed
AUDIT_8455,compliance_approval,risk_engine,CUST_1009,2026-04-28 22:13:58,Failed,No further action required
AUDIT_8456,transaction_frozen,relationship_manager,CUST_1047,2025-12-14 03:38:58,Failed,Risk threshold exceeded
AUDIT_8457,login_failed,risk_engine,CUST_1433,2026-05-17 12:41:58,Pending,Escalated for compliance validation
AUDIT_8458,login_success,risk_engine,CUST_1304,2026-01-14 04:54:58,Failed,Manual review completed
AUDIT_8459,login_success,relationship_manager,CUST_1134,2026-04-07 09:14:58,Failed,Manual review completed
AUDIT_8460,compliance_approval,compliance_officer,CUST_1039,2026-04-23 00:45:58,Success,Manual review completed
AUDIT_8461,kyc_updated,incident_agent,CUST_1451,2026-03-11 08:38:58,Success,No further action required
AUDIT_8462,transaction_frozen,risk_engine,CUST_1460,2025-12-29 13:11:58,Success,Escalated for compliance validation
AUDIT_8463,case_escalated,compliance_officer,CUST_1222,2026-01-20 14:59:58,Failed,Automated system action
AUDIT_8464,case_escalated,risk_engine,CUST_1152,2026-04-29 18:02:58,Failed,Automated system action
AUDIT_8465,login_success,system_admin,CUST_1290,2026-01-08 02:55:58,Success,Automated system action
AUDIT_8466,compliance_rejection,system_admin,CUST_1414,2026-01-22 01:16:58,Failed,Risk threshold exceeded
AUDIT_8467,compliance_rejection,compliance_officer,CUST_1199,2026-03-30 21:22:58,Pending,Risk threshold exceeded
AUDIT_8468,login_failed,compliance_officer,CUST_1096,2026-04-13 20:40:58,Pending,Risk threshold exceeded
AUDIT_8469,manual_override,incident_agent,CUST_1430,2026-01-13 12:47:58,Success,Automated system action
AUDIT_8470,kyc_updated,risk_engine,CUST_1156,2025-12-10 06:42:58,Failed,Automated system action
AUDIT_8471,transaction_frozen,compliance_officer,CUST_1090,2026-02-12 08:26:58,Pending,No further action required
AUDIT_8472,kyc_updated,system_admin,CUST_1497,2026-02-15 01:41:58,Success,Risk threshold exceeded
AUDIT_8473,login_success,system_admin,CUST_1363,2026-05-05 15:59:58,Pending,Escalated for compliance validation
AUDIT_8474,risk_score_generated,compliance_officer,CUST_1466,2025-12-26 11:44:58,Success,Risk threshold exceeded
AUDIT_8475,manual_override,system_admin,CUST_1176,2025-12-24 12:18:58,Failed,Manual review completed
AUDIT_8476,compliance_rejection,system_admin,CUST_1297,2026-02-01 02:26:58,Pending,Automated system action
AUDIT_8477,manual_override,incident_agent,CUST_1126,2026-05-14 10:00:58,Failed,Automated system action
AUDIT_8478,compliance_approval,system_admin,CUST_1181,2026-02-19 01:30:58,Success,Automated system action
AUDIT_8479,compliance_rejection,system_admin,CUST_1296,2025-11-30 04:21:58,Pending,Escalated for compliance validation
AUDIT_8480,login_success,incident_agent,CUST_1349,2026-01-15 18:22:58,Success,Manual review completed
AUDIT_8481,manual_override,risk_engine,CUST_1096,2026-02-02 12:56:58,Success,Automated system action
AUDIT_8482,compliance_approval,risk_engine,CUST_1384,2026-04-04 00:03:58,Pending,Escalated for compliance validation
AUDIT_8483,kyc_updated,incident_agent,CUST_1331,2025-12-02 06:58:58,Pending,Risk threshold exceeded
AUDIT_8484,transaction_frozen,risk_engine,CUST_1335,2026-03-13 12:38:58,Pending,No further action required
AUDIT_8485,login_failed,compliance_officer,CUST_1104,2026-03-02 17:21:58,Failed,Manual review completed
AUDIT_8486,transaction_frozen,risk_engine,CUST_1475,2026-01-27 05:12:58,Pending,No further action required
AUDIT_8487,transaction_frozen,relationship_manager,CUST_1012,2026-04-23 18:16:58,Success,No further action required
AUDIT_8488,compliance_approval,incident_agent,CUST_1280,2025-12-04 21:47:58,Failed,Automated system action
AUDIT_8489,login_success,risk_engine,CUST_1209,2026-05-09 21:59:58,Pending,Automated system action
AUDIT_8490,case_escalated,relationship_manager,CUST_1493,2026-03-11 15:17:58,Success,Automated system action
AUDIT_8491,manual_override,incident_agent,CUST_1436,2025-12-25 00:00:58,Success,No further action required
AUDIT_8492,compliance_rejection,incident_agent,CUST_1295,2025-12-29 00:01:58,Pending,No further action required
AUDIT_8493,login_failed,system_admin,CUST_1316,2025-12-10 00:06:58,Success,Risk threshold exceeded
AUDIT_8494,manual_override,incident_agent,CUST_1348,2026-02-07 11:30:58,Pending,Automated system action
AUDIT_8495,manual_override,risk_engine,CUST_1188,2026-04-16 18:24:58,Pending,Automated system action
AUDIT_8496,kyc_updated,incident_agent,CUST_1500,2026-05-21 01:45:58,Failed,Risk threshold exceeded
AUDIT_8497,risk_score_generated,system_admin,CUST_1454,2026-02-02 20:19:58,Failed,Automated system action
AUDIT_8498,login_failed,compliance_officer,CUST_1440,2026-02-28 12:22:58,Success,Risk threshold exceeded
AUDIT_8499,kyc_updated,system_admin,CUST_1308,2026-02-23 15:23:58,Pending,Manual review completed
AUDIT_8500,login_success,incident_agent,CUST_1348,2026-02-20 12:20:58,Success,Risk threshold exceeded
AUDIT_8501,risk_score_generated,system_admin,CUST_1095,2026-05-21 13:14:58,Success,Manual review completed
AUDIT_8502,compliance_rejection,relationship_manager,CUST_1343,2026-04-01 00:31:58,Failed,Risk threshold exceeded
AUDIT_8503,transaction_reviewed,risk_engine,CUST_1273,2026-02-24 10:26:58,Pending,Escalated for compliance validation
AUDIT_8504,manual_override,system_admin,CUST_1274,2026-01-15 19:45:58,Success,No further action required
AUDIT_8505,transaction_frozen,risk_engine,CUST_1243,2026-04-09 21:28:58,Pending,Escalated for compliance validation
AUDIT_8506,case_escalated,risk_engine,CUST_1159,2026-01-08 04:15:58,Failed,Manual review completed
AUDIT_8507,case_escalated,system_admin,CUST_1028,2026-01-16 19:43:58,Pending,No further action required
AUDIT_8508,kyc_updated,risk_engine,CUST_1401,2025-12-07 16:36:58,Success,Automated system action
AUDIT_8509,compliance_approval,compliance_officer,CUST_1142,2026-01-19 12:40:58,Success,Manual review completed
AUDIT_8510,transaction_reviewed,system_admin,CUST_1209,2026-02-26 02:45:58,Success,Manual review completed
AUDIT_8511,transaction_reviewed,risk_engine,CUST_1157,2026-01-13 20:44:58,Pending,Manual review completed
AUDIT_8512,kyc_updated,relationship_manager,CUST_1078,2026-01-07 06:21:58,Failed,Escalated for compliance validation
AUDIT_8513,risk_score_generated,system_admin,CUST_1311,2025-12-15 18:54:58,Failed,Automated system action
AUDIT_8514,manual_override,incident_agent,CUST_1196,2026-01-10 16:21:58,Pending,Escalated for compliance validation
AUDIT_8515,login_failed,incident_agent,CUST_1399,2026-05-23 15:52:58,Success,Escalated for compliance validation
AUDIT_8516,transaction_reviewed,incident_agent,CUST_1059,2026-04-12 10:14:58,Success,Automated system action
AUDIT_8517,login_failed,relationship_manager,CUST_1491,2025-12-07 10:31:58,Success,Manual review completed
AUDIT_8518,compliance_rejection,compliance_officer,CUST_1479,2026-01-20 17:32:58,Failed,No further action required
AUDIT_8519,compliance_approval,incident_agent,CUST_1134,2025-12-27 06:52:58,Success,Risk threshold exceeded
